Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
33,33,DAL,Jalen Brunson,Villanova,4,259,6272,2982,762,982,.493,.374,.786,24.2,11.5,2.9,3.8,15.7,.120,0.0,3.2
34,34,ATL,Devonte' Graham,Kansas,4,221,6281,2914,566,1135,.372,.358,.826,28.4,13.2,2.6,5.1,9.3,.071,-0.4,2.5
35,35,ORL,Melvin Frazier,Tulane,2,29,170,55,15,4,.400,.364,.375,5.9,1.9,0.5,0.1,0.0,.008,-5.4,-0.2
36,36,NYK,Mitchell Robinson,,4,213,5019,1783,1579,114,.719,,.553,23.6,8.4,7.4,0.5,22.4,.214,2.1,5.2
37,37,SAC,Gary Trent Jr.,Duke,4,186,5049,2417,400,252,.420,.393,.799,27.1,13.0,2.2,1.4,8.2,.078,-0.9,1.3
38,38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,.388,.316,.750,10.5,4.1,1.0,0.9,0.5,.058,-2.7,-0.1
39,39,PHI,Isaac Bonga,,4,141,1868,438,320,117,.432,.300,.763,13.2,3.1,2.3,0.8,1.7,.043,-3.6,-0.8
40,40,BRK,Rodions Kurucs,,3,131,2103,780,406,113,.444,.329,.739,16.1,6.0,3.1,0.9,2.3,.052,-2.8,-0.4
41,41,ORL,Jarred Vanderbilt,Kentucky,4,150,2755,786,914,160,.595,.158,.600,18.4,5.2,6.1,1.1,8.1,.142,0.1,1.5
42,42,DET,Bruce Brown,Miami (FL),4,251,5721,1785,1050,501,.473,.308,.742,22.8,7.1,4.2,2.0,10.4,.087,-1.4,0.8
43,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,
44,44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
45,45,BRK,Hamidou Diallo,Kentucky,4,204,3874,1722,802,223,.474,.278,.635,19.0,8.4,3.9,1.1,4.7,.059,-2.4,-0.4
46,46,HOU,De'Anthony Melton,USC,4,216,4421,1718,762,611,.404,.347,.762,20.5,8.0,3.5,2.8,6.5,.070,0.3,2.6
47,47,LAL,Svi Mykhailiuk,Kansas,4,210,3698,1435,394,295,.400,.354,.779,17.6,6.8,1.9,1.4,2.6,.034,-2.6,-0.6
48,48,MIN,Keita Bates-Diop,Ohio State,4,152,2282,787,448,89,.458,.315,.698,15.0,5.2,2.9,0.6,3.3,.069,-2.2,-0.1
49,49,SAS,Chimezie Metu,USC,4,125,1669,712,427,98,.456,.288,.755,13.4,5.7,3.4,0.8,1.6,.047,-2.5,-0.2
50,50,IND,Alize Johnson,Missouri State,4,68,510,173,205,30,.493,.250,.718,7.5,2.5,3.0,0.4,1.3,.124,-1.8,0.0
51,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,
52,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,.250,.250,,8.0,1.5,1.0,0.0,0.0,-.014,-6.4,0.0
53,53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,.200,.235,.500,7.4,1.8,0.6,1.2,-0.2,-.116,-6.7,-0.1
54,54,DAL,Shake Milton,SMU,4,156,3307,1595,370,406,.445,.358,.826,21.2,10.2,2.4,2.6,6.0,.088,-1.8,0.2
55,55,CHO,Arnoldas Kulboka,,1,1,3,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,-.015,-10.4,0.0
56,56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,.529,.000,.286,10.4,3.6,3.3,0.3,0.1,.024,-6.2,-0.2
57,57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,.259,.150,,5.2,1.7,1.2,0.5,-0.1,-.085,-5.1,0.0
58,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,.538,.429,.500,3.3,1.6,0.4,0.5,0.1,.162,1.2,0.0
59,59,PHO,George King,Colorado,2,5,25,1,6,0,.000,.000,.500,5.0,0.2,1.2,0.0,-0.1,-.223,-17.0,-0.1
60,60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,.375,,.474,4.0,1.0,1.0,0.1,-0.2,-.098,-9.9,-0.2
