Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
42,42,NOP,Nick Richards,Kentucky,2,59,407,155,91,15,.656,.000,.712,6.9,2.6,1.5,0.3,1.0,.124,-3.1,-0.1
43,43,SAC,Jahmi'us Ramsey,Texas Tech,2,32,228,100,23,13,.406,.270,.632,7.1,3.1,0.7,0.4,-0.1,-.020,-5.9,-0.2
44,44,CHI,Marko Simonovic,,1,9,35,17,10,0,.267,.200,.727,3.9,1.9,1.1,0.0,0.0,.001,-11.0,-0.1
45,45,MIL,Jordan Nwora,Louisville,2,78,1204,555,233,54,.419,.387,.771,15.4,7.1,3.0,0.7,1.0,.039,-3.0,-0.3
46,46,POR,CJ Elleby,Washington State,2,67,770,232,144,51,.386,.245,.778,11.5,3.5,2.1,0.8,0.7,.042,-4.0,-0.4
47,47,BOS,Yam Madar,,,,,,,,,,,,,,,,,,
48,48,GSW,Nico Mannion,Arizona,1,30,364,123,46,70,.342,.367,.821,12.1,4.1,1.5,2.3,0.2,.029,-3.9,-0.2
49,49,PHI,Isaiah Joe,Arkansas,2,83,889,317,83,49,.362,.353,.844,10.7,3.8,1.0,0.6,1.1,.058,-3.7,-0.4
50,50,ATL,Skylar Mays,LSU,2,57,479,204,60,46,.475,.338,.882,8.4,3.6,1.1,0.8,1.1,.110,0.4,0.3
51,51,GSW,Justinian Jessup,Boise State,,,,,,,,,,,,,,,,,
52,52,SAC,Kenyon Martin Jr.,,2,103,2225,915,463,125,.518,.351,.676,21.6,8.9,4.5,1.2,4.2,.092,-1.4,0.4
53,53,OKC,Cassius Winston,Michigan State,2,27,125,51,9,17,.436,.455,.875,4.6,1.9,0.3,0.6,0.2,.085,-3.5,0.0
54,54,IND,Cassius Stanley,Duke,2,33,248,88,39,5,.360,.233,.895,7.5,2.7,1.2,0.2,0.0,-.007,-8.0,-0.4
55,55,BRK,Jay Scrubb,John A. Logan College,2,22,205,84,30,9,.390,.267,.800,9.3,3.8,1.4,0.4,-0.1,-.025,-7.3,-0.3
56,56,CHO,Grant Riller,College of Charleston,1,7,27,18,1,3,.667,.500,,3.9,2.6,0.1,0.4,0.1,.177,5.1,0.0
57,57,LAC,Reggie Perry,Mississippi State,2,29,262,91,81,16,.420,.217,.800,9.0,3.1,2.8,0.6,0.3,.046,-6.7,-0.3
58,58,PHI,Paul Reed,DePaul,2,51,408,146,126,22,.500,.000,.444,8.0,2.9,2.5,0.4,1.2,.136,-1.6,0.0
59,59,TOR,Jalen Harris,Nevada,1,13,172,96,18,17,.500,.472,.778,13.2,7.4,1.4,1.3,0.3,.079,0.3,0.1
60,60,NOP,Sam Merrill,Utah State University,2,36,291,114,37,25,.417,.400,.750,8.1,3.2,1.0,0.7,0.5,.088,-2.0,0.0
